,ig_page,ig_post_date,ig_content,ig_like_cnt,ig_comment_cnt,ig_extract_date
10,aiahongkongmacau,1 week ago,"
                        【ESG投資您要知！】

 #AIA企業客戶WorkWell網上講座 近年ESG（環境、社會及管治）成為熱門投資議題，估計2025年全球ESG資產規模將達53萬億美元^！想知道ESG同強積金有咩關係、可持續投資前景如何？立即參加嚟緊以Plan Well為主題嘅網上講座，由專家同您深入淺出介紹強積金ESG投資，同分析下半年投資市場展望，以及分享正確投資須知。 

費用全免，從速登記！👉 https://comm.aia.com.hk/aiacorpwebinar
 
講座詳情：
主題：認識強積金ESG投資與2022年下半年投資市場展望
主講嘉賓： 
友邦香港及澳門首席企業業務總監　劉家怡女士
友邦投資管理香港有限公司投資策略及產品部助理總監　劉棨揚先生
日期：2022年6月30日 (星期四)
時間：(廣東話) 下午12時正－12時45分；(英語) 下午1時15分 - 2時正

主題：正確投資須知
主講嘉賓： 
認可財務策劃師　龐寶林先生
日期：2022年7月8日 (星期五)
時間：(英語) 下午2時正 - 3時正 

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #CorporateSolutions  #企業業務  #網上理財講座  #ESG  #2022投資展望  #可持續投資

^資料來源：Bloomberg Intelligence (2021年2月23日) 
                    ",25        ,0        ,20220630
11,aiahongkongmacau,1 week ago,"
                        【打卡點止呃Like？「AIA Vitality 健康程式」賺分攻略大公開！】

想知最快最Easy嘅賺分方法？唔使在線等！每次開餐前拎起部手機影一影，再Upload上App，賺分換獎賞就係咁容易！

「AIA Vitality 健康程式」會員只要喺AIA Connect「友聯繫」流動應用程式上載您嘅食物相片，除咗有機會賺取高達480「AIA Vitality 健康程式」積分，人工智能技術仲會對您嘅食物選擇進行評分，再畀埋貼士教您點樣食得健康啲！咁著數，記得叫埋班Friend一齊玩啦！ 

如果想緊貼我哋嘅最新優惠同動向，「AIA Vitality 健康程式」會員可致電2232 8282並留低聯絡Email，我哋會將最新嘅資訊Send畀您！

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #AIAVitality  #AIAVitality健康程式   #LiveWithVitality  #食物評級推廣活動  #健康獎賞密密賺  #Holmusk 
                    ",8        ,0        ,20220630
12,aiahongkongmacau,3 weeks ago,"
                        【AIA勇奪多項業界殊榮！】 

我哋近年積極拓展數碼科技平台，務求為客戶提供更全面又便捷嘅服務體驗，最近先後獲得多個業界獎項，表揚AIA喺各個業務範疇表現優秀： 

由新城財經台主辦之「大灣區保險業大獎2022 – 香港站」
- 傑出年度抗疫貢獻獎(連續第二年)
- 傑出新媒體營銷策略獎(連續第二年)
- 傑出創新保險科技獎(連續第三年)
- 傑出網上平台獎(連續第三年)
- 傑出客戶服務獎

由《星島日報》主辦之「星鑽服務大獎2021」
- 創新保險服務/平台組別
- 人壽保險組別
- 自願醫保計劃組別 (連續第二年) 

由《讀者文摘》主辦之「信譽品牌」大獎2022 
- 「香港信譽品牌（保險組別）」白金獎 (連續第九年)，為香港保險業組別最高榮譽 
- 「亞洲信譽品牌（保險組別）」，得獎機構須於至少三個市場脫穎而出
- 「香港信譽品牌（強積金組別）」金獎(第七度奪獎) 

我哋好榮幸能夠於各個業務範疇獲得專業評審及公眾的嘉許。我哋會繼續堅守崗位，為市民大眾提供全方位保障及適切支援，以實質行動幫助大家實踐「健康長久好生活」。

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活 
                    ",47        ,0        ,20220630
13,aiahongkongmacau,3 weeks ago,"
                        【AIA事業發展—元宇宙虛擬招募活動】

Web 3.0 世代急速革新，陸續建構出網路虛擬世界生態圈，帶動「元宇宙」(Metaverse) 同「非同質化代幣」(NFT) 嘅興起，不少藝術界、媒體同各大零售品牌都相繼涉足Web 3.0領域💻

AIA嘅Premier Academy將會係Web 3.0嘅世界推出一系列以元宇宙方式舉行嘅活動！6月16日首場活動，更邀請到相關專家同大家介紹Web 3.0 會點樣革新整個世代，以至同財務策劃嘅緊密關係 🔗 

⭐ 星級分享嘉賓 ⭐
👨‍💻 Mr. Andy Ann, NDN Group 創辦人及行政總裁
🔸 豐富數碼營銷經驗，兼顧本地及美國矽谷創業培育工作，多次獲得香港年輕企業家獎
主題：NFT——21世紀最強革新

👨 Mr. Japheth Man, AIA高級資深區域經理 (SUCCESS CREATORS區域)
🔸 曾多次獲得百萬營業精英獎項，榮獲2021年AIA香港區最傑出資深經理第7名
主題：利用AIA數碼科技平台發展新世代財務策劃事業

⌚ 活動詳情 ⌚
日期：2022年6月16日 (星期四)
時間：下午6時正 – 7時30分
形式：元宇宙虛擬活動
活動費用全免，立即聯絡您既財務策劃顧問或電郵aiahk.premieragency@aia.com查詢同報名啦✅！

 #AIA  #AIAHongKong  #AIAHK  #健康長久好生活  #HealthierLongerBetterLives  #ActNow  #AIAFinancialPlanner  #事業新發展 ＃Web3.0  #元宇宙  #Metaverse  #NFT  #投資  #投資理財  #保險  #investment  #insurance  #線上展覽  #互動遊戲 
                    ",61        ,0        ,20220630
14,aiahongkongmacau,3 weeks ago,"
                        【🛶端午節小趣聞開心Share😃】 

您知道嗎？唔單止端午節係首個被列入世界非物質文化遺產嘅中國節日，原來「大澳端午龍舟遊涌」亦都係香港獨有嘅非物質文化遺產嚟㗎！

今年端午節，大家又會做啲咩呢？ 

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #端午節快樂  #DragonBoatFestival 

資料來源：香港非物質文化遺產資料庫 (https://bit.ly/3882EAP) 
                    ",42        ,0        ,20220630
15,aiahongkongmacau,1 month ago,"
                        想好好實踐「健康長久好生活」，當然唔少得身邊人嘅支持。
 
友邦保險全球大使 @davidbeckham  作為過來人，每當佢作出決定時，朋友同屋企人嘅協助十分重要。即刻去片聽下佢點講啦！
 
 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #JoinTheJourney  #HealthierLongerBetterLives  #健康長久好生活 
                    ",39        ,0        ,20220630
16,aiahongkongmacau,1 month ago,"
                        【健康食材嘅配搭禁忌！】 

呢排多咗出街食飯，都要食番多啲齋菜清下腸胃，不過就算食材健康都唔代表可以隨便配搭，您又有冇聽過豆腐嘅食用禁忌呢？豆腐嘅嘌呤含量較高，痛風人士食用時要特別留意分量，應避免同時進食菇類、魚肉和內臟等高嘌呤食物^！ 

想知多啲？「AIA Vitality 健康程式」會員由即日起至2022年6月9日，Click入「AIA Vitality 健康程式」嘅遊戲邀請電郵，回答一條簡單問題就可以賺積分。 

如果仲未成為「AIA Vitality 健康程式」會員嘅話，快啲加入，除咗可以享有保費折扣或額外保障之外，透過日常生活作簡單運動同健康飲食，就可以儲分升級，獲享更多優惠及豐富獎賞。

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #AIAVitality  #AIAVitality健康程式  #LiveWithVitality  #AIA超越保險  #AIABeyondInsurance  #AIAHealthAndWellness360  #AIAOneBillion

^資料來源：
消費者委員會，2022年5月6日擷取。 https://bit.ly/3yZ4lLV 
                    ",18        ,0        ,20220630
17,aiahongkongmacau,1 month ago,"
                        當您嘗試為生活作出改變時，控制好自己嘅身心狀態至為重要。
 
友邦保險全球大使 @davidbeckham  喺片中分享咗佢實踐「健康長久好生活」嘅心路歷程，立即去片！
 
 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #JoinTheJourney  #HealthierLongerBetterLives  #健康長久好生活 
                    ",27        ,0        ,20220630
18,aiahongkongmacau,1 month ago,"
                        【軒公速遞送上佳績📦】

咩事咁急，要  #軒公 @hinscheung  親身上陣速遞畀你？
好消息！原來係要送上AIA MPF 佳績🏅！

👉 2021年AIA MPF整體強積金基金平均回報 NO.1* (強積金營辦商層面) 。

而家整合強積金至AIA MPF，仲可享低至50%基金管理費優惠，即刻上aia.com.hk 睇下啦!

 #軒公速遞  #行行出軒公  #AIAMPF  #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活

優惠須受條款及細則約束。

*上述平均累積回報計算期間為2021年1月1日至2021年12月31日，基金表現乃根據以港元結算的資產淨值對資產淨值計算。表現排名乃以強積金營辦商旗下所有強積金成分基金(不包括成立不足一年的基金)之簡單平均回報作比較，並不代表AIA旗下強積金計劃內所有成分基金(「整體強積金基金」) 於其各自所屬基金類別中的回報排名。AIA整體強積金基金過去五年的曆年及年初至今(截至2022年2月28日)之平均回報為：19.94%(2017)、-8.18%(2018)、13.99%(2019)、11.02%(2020)、4.38%(2021)及-4.87%(年初至今，截至2022年2月28日)。投資涉及風險，過往業績並不代表將來表現。以上資訊只作參考用途，並非及不應被視為理財或投資建議、推銷、游說認購任何投資產品(包括強積金計劃)的要約。若要就強積金基金表現進行比較，應把風險水平、投資政策及目標相若基金在較長時間內的淨投資表現加以比較。在作出任何投資決定前，你必須審慎衡量個人可承受風險程度及財政狀況，並參閱相關強積金計劃說明書以瞭解詳情(包括風險因素及收費)。如你對此廣告內容有任何疑問，請向專業人士尋求獨立意見。
 
表現排名資料來源為經濟通(香港經濟日報集團成員)網站(http://www.etnet.com.hk/www/tc/mpf/provider_compare_perf.php) 。有關排名另經AIA依據Refinitiv Lipper數據核實。 
 
此廣告由友邦保險(國際)有限公司(於百慕達註冊成立之有限公司) (「AIA」)刊發，並未經證監會審核。 
                    ",83        ,1        ,20220630
19,aiahongkongmacau,1 month ago,"
                        【軒公速遞送上佳績📦】

咩事咁急，要  #軒公 @hinscheung  親身上陣速遞畀你？
好消息！原來係要送上AIA MPF 佳績🏅！

👉 2021年AIA MPF整體強積金基金平均回報 NO.1* (強積金營辦商層面) 。

而家整合強積金至AIA MPF，仲可享低至50%基金管理費優惠，即刻上aia.com.hk 睇下啦!

 #軒公速遞  #行行出軒公  #AIAMPF  #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活

優惠須受條款及細則約束。

*上述平均累積回報計算期間為2021年1月1日至2021年12月31日，基金表現乃根據以港元結算的資產淨值對資產淨值計算。表現排名乃以強積金營辦商旗下所有強積金成分基金(不包括成立不足一年的基金)之簡單平均回報作比較，並不代表AIA旗下強積金計劃內所有成分基金(「整體強積金基金」) 於其各自所屬基金類別中的回報排名。AIA整體強積金基金過去五年的曆年及年初至今(截至2022年2月28日)之平均回報為：19.94%(2017)、-8.18%(2018)、13.99%(2019)、11.02%(2020)、4.38%(2021)及-4.87%(年初至今，截至2022年2月28日)。投資涉及風險，過往業績並不代表將來表現。以上資訊只作參考用途，並非及不應被視為理財或投資建議、推銷、游說認購任何投資產品(包括強積金計劃)的要約。若要就強積金基金表現進行比較，應把風險水平、投資政策及目標相若基金在較長時間內的淨投資表現加以比較。在作出任何投資決定前，你必須審慎衡量個人可承受風險程度及財政狀況，並參閱相關強積金計劃說明書以瞭解詳情(包括風險因素及收費)。如你對此廣告內容有任何疑問，請向專業人士尋求獨立意見。
 
表現排名資料來源為經濟通(香港經濟日報集團成員)網站(http://www.etnet.com.hk/www/tc/mpf/provider_compare_perf.php) 。有關排名另經AIA依據Refinitiv Lipper數據核實。 
 
此廣告由友邦保險(國際)有限公司(於百慕達註冊成立之有限公司) (「AIA」)刊發，並未經證監會審核。 
                    ",37        ,0        ,20220630
20,aiahongkongmacau,1 month ago,"
                        【軒公速遞送上佳績📦】

咩事咁急，要  #軒公 @hinscheung  親身上陣速遞畀你？
好消息！原來係要送上AIA MPF 佳績🏅！

👉 2021年AIA MPF整體強積金基金平均回報 NO.1* (強積金營辦商層面) 。

而家整合強積金至AIA MPF，仲可享低至50%基金管理費優惠，即刻上aia.com.hk 睇下啦!

 #軒公速遞  #行行出軒公  #AIAMPF  #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活

優惠須受條款及細則約束。

*上述平均累積回報計算期間為2021年1月1日至2021年12月31日，基金表現乃根據以港元結算的資產淨值對資產淨值計算。表現排名乃以強積金營辦商旗下所有強積金成分基金(不包括成立不足一年的基金)之簡單平均回報作比較，並不代表AIA旗下強積金計劃內所有成分基金(「整體強積金基金」) 於其各自所屬基金類別中的回報排名。AIA整體強積金基金過去五年的曆年及年初至今(截至2022年2月28日)之平均回報為：19.94%(2017)、-8.18%(2018)、13.99%(2019)、11.02%(2020)、4.38%(2021)及-4.87%(年初至今，截至2022年2月28日)。投資涉及風險，過往業績並不代表將來表現。以上資訊只作參考用途，並非及不應被視為理財或投資建議、推銷、游說認購任何投資產品(包括強積金計劃)的要約。若要就強積金基金表現進行比較，應把風險水平、投資政策及目標相若基金在較長時間內的淨投資表現加以比較。在作出任何投資決定前，你必須審慎衡量個人可承受風險程度及財政狀況，並參閱相關強積金計劃說明書以瞭解詳情(包括風險因素及收費)。如你對此廣告內容有任何疑問，請向專業人士尋求獨立意見。
 
表現排名資料來源為經濟通(香港經濟日報集團成員)網站(http://www.etnet.com.hk/www/tc/mpf/provider_compare_perf.php) 。有關排名另經AIA依據Refinitiv Lipper數據核實。 
 
此廣告由友邦保險(國際)有限公司(於百慕達註冊成立之有限公司) (「AIA」)刊發，並未經證監會審核。 
                    ",83        ,0        ,20220630
21,aiahongkongmacau,1 month ago,"
                        【軒公幫你度好晒📏】

 #軒公 @hinscheung  早就幫你度好晒
👉 超過99%嘅AIA MPF成員有正回報*，你話Fit 唔Fit？
 
而家整合強積金至AIA MPF，仲可享低至50%基金管理費優惠，即刻上aia.com.hk 睇下啦！

 #軒公裁縫  #行行出軒公  #AIAMPF  #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活 

優惠須受條款及細則約束。

*自AIA旗下強積金計劃現有成員(「成員」)參與計劃起計至2021年5月31日，以成員之強積金賬戶結餘及已提取金額的總和除以供款額及轉入資產的總和計算，錄得正回報。投資涉及風險，過往業績並不代表將來表現。以上資訊只作參考用途，並非及不應被視為理財或投資建議、推銷、游說認購任何投資產品(包括強積金計劃)的要約。在作出任何投資決定前，你必須審慎衡量個人可承受風險程度及財政狀況，並參閱相關強積金計劃說明書以瞭解詳情(包括風險因素及收費)。如你對此廣告內容有任何疑問，請向專業人士尋求獨立意見。
數據來源：AIA內部數字
此廣告由友邦保險(國際)有限公司(於百慕達註冊成立之有限公司) (「AIA」)刊發，並未經證監會審核。 
                    ",73        ,0        ,20220630
22,aiahongkongmacau,1 month ago,"
                        【軒公幫你度好晒📏】

 #軒公 @hinscheung  早就幫你度好晒
👉 超過99%嘅AIA MPF成員有正回報*，你話Fit 唔Fit？
 
而家整合強積金至AIA MPF，仲可享低至50%基金管理費優惠，即刻上aia.com.hk 睇下啦！

 #軒公裁縫  #行行出軒公  #AIAMPF  #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活 

優惠須受條款及細則約束。

*自AIA旗下強積金計劃現有成員(「成員」)參與計劃起計至2021年5月31日，以成員之強積金賬戶結餘及已提取金額的總和除以供款額及轉入資產的總和計算，錄得正回報。投資涉及風險，過往業績並不代表將來表現。以上資訊只作參考用途，並非及不應被視為理財或投資建議、推銷、游說認購任何投資產品(包括強積金計劃)的要約。在作出任何投資決定前，你必須審慎衡量個人可承受風險程度及財政狀況，並參閱相關強積金計劃說明書以瞭解詳情(包括風險因素及收費)。如你對此廣告內容有任何疑問，請向專業人士尋求獨立意見。
數據來源：AIA內部數字
此廣告由友邦保險(國際)有限公司(於百慕達註冊成立之有限公司) (「AIA」)刊發，並未經證監會審核。 
                    ",40        ,0        ,20220630
23,aiahongkongmacau,1 month ago,"
                        【軒公幫你度好晒📏】

 #軒公 @hinscheung  早就幫你度好晒
👉 超過99%嘅AIA MPF成員有正回報*，你話Fit 唔Fit？
 
而家整合強積金至AIA MPF，仲可享低至50%基金管理費優惠，即刻上aia.com.hk 睇下啦！

 #軒公裁縫  #行行出軒公  #AIAMPF  #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活 

優惠須受條款及細則約束。

*自AIA旗下強積金計劃現有成員(「成員」)參與計劃起計至2021年5月31日，以成員之強積金賬戶結餘及已提取金額的總和除以供款額及轉入資產的總和計算，錄得正回報。投資涉及風險，過往業績並不代表將來表現。以上資訊只作參考用途，並非及不應被視為理財或投資建議、推銷、游說認購任何投資產品(包括強積金計劃)的要約。在作出任何投資決定前，你必須審慎衡量個人可承受風險程度及財政狀況，並參閱相關強積金計劃說明書以瞭解詳情(包括風險因素及收費)。如你對此廣告內容有任何疑問，請向專業人士尋求獨立意見。
數據來源：AIA內部數字
此廣告由友邦保險(國際)有限公司(於百慕達註冊成立之有限公司) (「AIA」)刊發，並未經證監會審核。 
                    ",35        ,0        ,20220630
24,aiahongkongmacau,52 years ago,"
",,,20220630
0,fwd_hk,3 days ago,"
                        【富衛星蹤 勢不可擋超慧星 Vol. 1⃣】

追求成功係一世嘅事，不斷尋找更多發展空間，先會搵到前所未見嘅風景。呢班從事保險多年嘅前輩就係因為不甘停步，所以決定加入富衛，令事業再上高峰！

1⃣  Raymond Ching (營業總監) - 【Change Your Mind, Change Your Life】💬跑步同保險一樣係我嘅人生事業，轉嚟富衛令我搵到更闊更遠嘅跑道，再一次向目標邁進。
2⃣  Holly Au Yeung (營業經理) - 【你可以不一樣】💬轉入富衛係一個重大轉變，但當了解咗富衛嘅文化同支援後，事實證明我無揀錯！
3⃣  Michael Yeung (分區總監) - 【凡事都有 Choice】💬如果認為自己嘅事業停滯不前，問題未必出自你身上，要記得你可以去選擇更大嘅發揮空間。
4️⃣ Rebecca Lam (營業總監) - 【用細節成就大事】💬我會用心做好工作上嘅每項「小事」，同樣富衛喺不同細節，如文化、獎勵系統、宣傳策略等等，一點一滴都成就我更大嘅事業發展。

想知更多佢哋加入富衛前嘅心路歷程，最後又點樣喺富衛搵到成功嘅方向？

即睇👉👉 https://youtu.be/FBsKhYHPIMs 或者撳去IG Highlight「富衛星途」Click 連結啦！
立即展開你嘅「富衛星途」： https://bit.ly/3MYqKMH 

 #富衛星途  #由此起步  #FWD  #富衛  #敢至係人生  #CelebrateLiving  #AStartForTheStar 
                    ",25        ,0        ,20220630
