,ig_page,ig_post_date,ig_content,ig_like_cnt,ig_comment_cnt,ig_extract_date
16,aiahongkongmacau,4 weeks ago,"
                        【全新「4星期打卡挑戰」登場，大家可以玩住賺分做健康達人！】 

根據非正式統計，越致肥嘅食物通常越好食，一講起啲薯片、炸雞、雪糕等等，大家就流晒口水。諗住食完之後減肥就可以當無數？太天真喇，攝入過量脂肪唔單止致肥，仲會引致其他健康問題架！ 

想瞭解多啲相關嘅健康知識，就快啲參加全新推出嘅「4星期打卡挑戰」！ 

由即日起至2022年4月17日，「AIA Vitality 健康程式」會員可登入「友聯繫」流動應用程式，前往「AIA Vitality 健康程式」，回答一條簡單問題，瞭解唔同嘅健康貼士同時，仲可以賺埋分添！

立即行動，記住每星期登入「AIA Vitality 健康程式」邊學邊賺積分啦！ 

如果仲未成為「AIA Vitality 健康程式」會員嘅話，快啲加入，除咗可以享有保費折扣或額外保障之外，透過日常生活作簡單運動同健康飲食，就可以儲分升級，獲享更多優惠及豐富獎賞。即刻聯絡您嘅財務策劃顧問，或者click aia.com.hk/aiavitality瞭解更多。 

*詳情請參閱「AIA Vitality 健康程式」互動卡內的條款及細則 

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #AIAVitality  #AIAVitality健康程式  #LiveWithVitality  #AIA超越保險  #AIABeyondInsurance  #AIAHealthAndWellness360  #AIAOneBillion 
                    ",22        ,0        ,20220419
17,aiahongkongmacau,4 weeks ago,"
                        AIA早前宣佈推出「AIA One Billion」行動，我哋宏大願景係喺2030年前推動亞洲區內10億人實踐「健康長久好生活」 。 

AIA One Billion係一個長期計劃，目標係幫助大眾實踐「健康長久好生活」。 

友邦保險全球大使都坐言起行參與，誠邀您都一齊「投入健康旅程」，透過改變日常生活中嘅小習慣，一同改善身心同環境健康。無論係您持之以恆嘅健康飲食習慣、運動計劃、定係簡單咁分享同健康有關嘅post.....分享愈多，獲得嘅激勵同啟發就愈多，大家就更有力量去帶來改變。 

記得分享嘅同時，要加埋  #AIAOneBillion hashtag，等我哋可以一齊體現正面嘅健康成果！ 

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #HealthierLongerBetterLives  #健康長久好生活 
                    ",24        ,0        ,20220419
18,aiahongkongmacau,1 month ago,"
                        【「友邦慈善基金網上健康樂園」─ 小朋友嘅最佳假期夥伴】

小朋友提早放暑假，各位家長係咪煩緊安排咩活動呢？「友邦慈善基金網上健康樂園」(AIAF-wellness.org) 繼續帶嚟好多免費嘅精彩活動，包括為小朋友而設嘅益智教育工作坊，只要去網站簡單登記就可以參與，陪住大家一齊喺屋企寓學習於娛樂；而家長亦可以參加網上親子講座，毋須登記就可以參與，趁假期同子女加強溝通，陪佢地快樂成長！ 

教育工作坊：
• STEM Academy：由劍橋大學畢業嘅導師帶領小朋友透過DIY手工，學習宇宙萬物嘅豐富知識，一齊衝出太空，探索宇宙！
• 趣味英語學堂：安在家中都可以一邊學英文一邊認識世界！由實用嘅餐桌禮儀，到獨特中西文化，以至不同節日同習俗等，小朋友都可以一一認識。
• 古文賞析 (小故事・大道理)：介紹有趣嘅歷史故事，深入淺出咁引導小朋友欣賞古文，將前人嘅智慧活用於現代生活。 

網上親子講座：「提高孩子思考能力的溝通法則」
家長可以點樣同子女溝通，訓練佢地養成獨立思考嘅能力呢？

講者：正向家長學院總監 辰民爸爸
日期：2022年3月25日（星期五）晚上8時30分
網站：「友邦慈善基金網上健康樂園」活動區 AIAF-wellness.org/events (毋須登記) 

大家可以到網站AIAF-wellness.org/Calendar查閱「友邦慈善基金網上健康樂園」嘅最新活動時間表，一齊過一個充實又好玩嘅假期！

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #AIAFoundation  #友邦慈善基金  #AIAFoundationOnlineWellnessPlayground  #友邦慈善基金網上健康樂園  #STEM  #講座  #親子  #育兒  #親子關係 
                    ",25        ,0        ,20220419
19,aiahongkongmacau,1 month ago,"
                        【由  #友邦慈善基金 捐贈嘅「抗疫愛心包」陸續送到仁愛堂長者手中】

我哋早前宣佈透過  #友邦慈善基金 捐贈3,000萬港元畀仁愛堂，透過「仁愛堂長者愛心卡」嘅《疫境同行》計劃，向10,000名獨居貧困長者同弱勢社群派發「抗疫愛心包」，以及按需要為他們提供仁愛堂轄下的醫療、起居照顧、健康及日用品代購到戶等服務。喺友邦慈善基金同仁愛堂工作人員嘅妥善安排下，疫情下嘅必需品包括米、麵、罐頭、餅乾、軟餐、即食飯、口罩、快速檢測劑、酒精搓手液、消毒濕紙巾及消毒藥水等等，會陸續送到獨居貧困長者同弱勢社群手中，希望喺疫情下，支援佢哋嘅迫切需要。

AIA會繼續密切關注疫情發展，適時提供實質嘅援助，全方位支持社會大眾戰勝逆境。

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion  #友邦慈善基金  #AIAFoundation 
                    ",182        ,1        ,20220419
20,aiahongkongmacau,1 month ago,"
                        【AIA教您心靈抗逆 –  用正面的態度對抗疫情】

「容易情緒低落」、「覺得煩躁同焦慮」、「夜晚難以入睡」…以上情況係唔係講緊近日嘅您或者您屋企人? 疫情持續對我哋嘅日常生活造成唔少影響，大家可能因此而感到精神緊張。為咗同大家打打氣，我哋誠邀您參加  #AIA網上精神健康講座，我哋嘅主講嘉賓會教您點樣透過「心理指南針」保持身心靈健康，一齊實踐「健康長久好生活」。

費用全免，從速登記！https://comm.aia.com.hk/webinar

講座詳情：
日期：2022年3月25日(星期五) 
時間： (廣東話)下午12時正 – 12時45分或下午5時正 – 5時45分；
(英語)下午1時15分 - 2時正

主講嘉賓：臨床心理學家及香港心理學協會會長  劉英健博士

講座主題：「心理指南針」應對疫下的轉變

內容概要：
1. 疫情導致的心理健康問題 ; 
2. 要注意的焦慮和抑鬱跡象 ; 
3. 在新常態下應對壓力的錦囊

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion  #精神健康講座  #心靈抗逆  #MentalHealthWebinar  #MentalWellbeing  #MentalResilience  #CopeWithStress  #StressManagement 
                    ",34        ,0        ,20220419
21,aiahongkongmacau,1 month ago,"
                        AIA早前宣佈推出「AIA One Billion」行動，我哋宏大願景係喺2030年前推動亞洲區內10億人實踐「健康長久好生活」 。 

AIA One Billion係一個長期計劃，目標係想幫助大眾實踐「健康長久好生活」。AIA托定咸熱刺 @spursofficial  嘅教練同球員都坐言起行參與，誠邀您都一齊「投入健康旅程」！

即刻用「I‘m in」濾鏡，表示您都願意坐言起行，一齊建立健康生活習慣啦！ https://bit.ly/3MPG2V8 

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #HealthierLongerBetterLives  #健康長久好生活 
                    ",30        ,0        ,20220419
22,aiahongkongmacau,1 month ago,"
                        【即刻Join我哋嘅冥想挑戰，一呼一吸賺積分！】

想逃離沉重嘅日常，清空壓力唞唞氣？專家話冥想係減壓嘅好幫手，等您重拾平靜嘅心境，搵返啲正能量，仲可以幫您提高專注力添！

快啲參加我哋嘅「14天冥想挑戰」，呼出壓力吸入正念，保持良好嘅精神狀態！「 AIA Vitality 健康程式」會員可以每日登入「友聯繫」App內，跟住PURE瑜伽導師完成冥想練習，有機會賺取高達70積分*！記住每日登入並進行冥想挑戰，為身心注入能量，同時賺取積分! 

仲未係「 AIA Vitality 健康程式」會員？快啲加入我哋，除咗可以享有保費折扣或額外保障之外，透過日常生活作簡單運動和健康飲食，就可以儲分升級，獲享更多優惠及豐富獎賞。即刻聯絡您既財務策劃顧問，或者click aia.com.hk/aiavitality 瞭解更多。
 
*詳情請參閱「 AIA Vitality 健康程式」互動卡內的條款及細則 

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #AIAVitality  #AIAVitality健康程式  #LiveWithVitality  #AIA超越保險  #AIABeyondInsurance  #AIAHealthAndWellness360 
                    ",15        ,0        ,20220419
23,aiahongkongmacau,1 month ago,"
                        要實踐「健康長久好生活」，除左身體健康之外，財務健康亦係重要嘅一環。AIA全力支持投委會 @ifec.thechinfamily  舉辦嘅「香港理財月2022」。今年嘅主題係「理財要實力，自己先增值」，鼓勵大家掌握理財新知識、踢走理財壞習慣，仲要訂立明確嘅理財目標，以保障自己同家人嘅未來生活。 

大家記得上香港理財月網站（www.moneymonth.hk）了解更多免費嘅精彩網上活動，另外仲有各式各樣嘅理財資訊，一齊為自己增值！ 

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #投委會  #IFEC  #錢家有道  #TheChinFamily  #香港理財月2022  #HKMoneyMonth2022  #理財要實力  #自己先增值  #InvestInYourself 
                    ",33        ,0        ,20220419
0,fwd_hk,6 days ago,"
                        【富衛產品與服務 性價比全港No.1🏆】
買保險梗係希望以最少嘅保費換嚟最大嘅保障，一份CP值夠哂高嘅保障，就最啱心水💕！FWD富衛保險榮獲《2021畢馬威香港顧客卓越體驗報告》中「保險產品與服務  性價比全港第一👑」，足以證明富衛嘅保障計劃同配套服務令客戶感到物有所值！

富衛會繼續努力求進，務求令客戶得到更好更全面嘅保障同服務，持續做到  #保足啲  #全面啲！

 #FWD  #富衛  #敢至係人生  #保足啲全面啲  #性價比全港No1  #FWDInsurance  #富衛保險 
                    ",27        ,0        ,20220419
1,fwd_hk,1 week ago,"
                        【慳返醫療保健費用嚟Upgrade健康🏋‍♂！】
想要保持身體健康，除咗多做運動，仲要食得均衡，再要識得養生！而家只要有🔸富衛健康通行證🔸，就可以低至4折優惠，無限次享用按摩、中醫、營養師咨詢、運動治療等服務，如果你平時每個月都會用以上服務各1次，用埋富衛健康通行證嘅就至少慳返成千蚊🤯！即係可以做啲咩？下圖即刻同你計一計！

你都想慳到醫療保健費用嚟買心頭好？而家申請🔸富衛健康通行證🔸並輸入優惠碼「FWDDISCOUNT」，即可再享高達$180折扣優惠，立即登記： https://bit.ly/3jk9mWC

 #FWD  #富衛  #敢至係人生  #富衛健康通行證  #FWDWellnessPass  #保健醫療一證通行  #全新服務  #低至4折  #慳錢計數機

此計劃是一個會員計劃，而不是保險產品。服務須受有關條款及細則約束，詳情請參閱此會員計劃之條款及細則（ https://bit.ly/3mmA6HY ）。 
                    ",9        ,0        ,20220419
2,fwd_hk,1 week ago,"
                        【🏆「一哥」再獲業界肯定！】
你睇 @ilovemyoq  就知，要受到各方認同，先可以稱得上為「一哥」！業界No.1¹ 嘅富衛🔸尊衛您醫療計劃²🔸最近再獲香港大型保險比較平台10Life的「卓越醫療保障自願醫保2022」5星評級³，係真正受到認可嘅  #保足啲  #全面啲 計劃！

富衛🔸尊衛您醫療計劃🔸憑住無分細項賠償限額，100%全數保障⁴ 一系列住院及手術費用，兼提供高達6,000萬港元嘅終身保障限額，難怪喺各項評分³ 中都表現出色：

1. 醫療保障評分 — 滿分即10分
2. 預計平均保障率 — 高達99.9%
3. 癌症預計平均保障率— 高達100%
4. 具抗醫療通脹特性

每日保費仲低至6.8港元⁵，你一定識揀！👉 https://bit.ly/3DLyBuf 

 #FWD富衛保險  #富衛自願醫保  #保足啲全面啲
-----------------------------------------------------------------------------------------------------
上述產品資料不包括保單的完整條款及受相關計劃之條款及細則約束，有關上述產品特點、保障權益及完整之條款、不保事項及主要產品風險詳情，請參閱富衛網站、相關產品小冊子及保單條款。

¹「尊衛您」 在「香港保險業大獎2021」的「傑出創意產品/服務大獎 — 自願醫保計劃」獲得年度大奬。 富衛自願醫保系列在「彭博商業周刊金融機構大獎2021」的「自願醫保計劃 」獲得年度卓越大獎。

²「尊衛您醫療計劃」為政府自願醫保計劃的認可靈活計劃（認可產品編號: F00045），由富衛人壽保險（百慕達）有限公司（於百慕達註冊成立之有限公司）（自願醫保的產品提供者註冊編號00036）（「富衛」）承保。

³ 10Life透過保險公司的公開資料，計算預計平均保障率及作出評分，詳情請參閱10Life網站。資料只是富衛就10Life網站的資料及對其之理解而作出的陳述，富衛並不承擔任何錯誤或遺漏之責任。

⁴ 全數保障是指不設分項賠償限額，受每年保障限額及終身保障限額所限，只適用於指定保障項目。

⁵ 標準保費為折扣前的保費，以24歲人士（實際年齡），以年繳保費方式投保100,000港元自付費的「尊衛您醫療計劃」所計算。標準保費為非保證。以上保費不包括保費徵費。 
                    ",17        ,0        ,20220419
