,ig_page,ig_post_date,ig_content,ig_like_cnt,ig_comment_cnt,ig_extract_date
10,aiahongkongmacau,2 weeks ago,"
                        【AIA承諾實踐「使命商業」理念，支持可持續性發展！】

AIA一直致力推動本地以至整個亞洲嘅經濟同社會發展，最近我哋喺香港管理專業協會 (HKMA) 和香港社會創投基金 (SVhk) 舉辦嘅Business with Purpose - Pledge in Action 2022中，友邦香港及澳門首席客戶、策略及轉型官謝佩蘭女士Bonnie就代表AIA正式簽署，承諾攜手實踐「使命商業」(Business with Purpose) 嘅理念！ 

當日，Bonnie擔任企業分享會講者之一，就「Purpose is the New Profit」分享我哋對「使命商業」嘅經驗同見解，並探討公司嘅ESG策略，促進社會嘅可持續性發展。 

AIA會繼續堅定不移，緊守我哋嘅企業目標——幫助大家實踐「健康長久好生活」，除左為客戶提供360度全方位醫療保障同增值服務，照顧佢哋整個Health & Wellness健康旅程，亦會繼續履行企業社會責任，貢獻社會，成為客戶同市民大眾至可信賴嘅人生夥伴。

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #HKMA  #SVhk  #BusinessWithPurpose  #PURPOSE 
                    ",64        ,0        ,20220527
11,aiahongkongmacau,2 weeks ago,"
                        空運進口嘅食物同物品往往需要長時間運輸同冷藏，加上多重保護嘅包裝物料，增加碳足跡之餘，更會對環境造成嚴重破壞！所以多支持本地生產嘅用品同農作物，對減少污染同保護環境有好大幫助！

想對地球再好啲？仲可以參考以下方法👇🏻

✅ 約朋友出去時，比起各自揸車，share同一架車可大大減少廢氣排放。當然搭交通工具就最環保！
✅ 做好垃圾分類同回收
✅ 以風扇代替冷氣，保持空氣流通，慳電兼慳錢

齊齊積極減少碳足跡，為改善地球環境出一分力！歡迎大家留言同我哋分享您實踐「綠色生活」嘅心得，齊齊幫助大眾實踐「健康長久好生活」啦！

📣記得玩埋【AIA One Billion 健康達人大挑戰】，只要做齊任務就有機會獲得100港元HKTVmall電子禮券！如果大家有一直緊貼住我哋動態，喺唔同階段都做齊任務，仲有機會獲得高達900港元電子禮券添！即刻撳入AIAOB 限時動態精選 (Story highlights) 睇詳情啦！

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #LiveWell  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion健康達人大挑戰  #綠色生活篇

註︰1. 每位參加者只可於每個階段參與一次。2. 活動受條款及細則約束︰https://bit.ly/3vkLnfg 或查閱AIAOB限時動態精選 
                    ",16        ,0        ,20220527
12,aiahongkongmacau,2 weeks ago,"
                        以花灑淋浴代替浴缸浸浴，並縮短淋浴時間，實行節約用水為地球出分力！齊齊由今日起試下以下慳水貼士，為改變環境作出貢獻啦👇🏻

💧清洗過蔬果嘅水可以用黎淋花
💧儲夠一機衫先開洗衣機
💧刷牙、塗梘液或剃鬚時，熄水龍頭

日常小改變已經可以為環保出一分力！歡迎大家留言同我哋分享您實踐「綠色生活」嘅心得，齊齊幫助大眾實踐「健康長久好生活」啦！

📣記得玩埋【AIA One Billion 健康達人大挑戰】，只要做齊任務就有機會獲得100港元HKTVmall電子禮券！如果大家有一直緊貼住我哋動態，喺唔同階段都做齊任務，仲有機會獲得高達900港元電子禮券添！即刻撳入AIAOB 限時動態精選 (Story highlights) 睇詳情啦！

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #LiveWell  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion健康達人大挑戰  #綠色生活篇

註︰1. 每位參加者只可於每個階段參與一次。2. 活動受條款及細則約束︰https://bit.ly/3vkLnfg 或查閱AIAOB限時動態精選 
                    ",n/a        ,0        ,20220527
13,aiahongkongmacau,2 weeks ago,"
                        保持個人空間整潔，唔單止可以令您感覺更舒暢、減少焦慮感，一齊試下跟住以下貼士開始家居收納，趁機會養成環保嘅習慣啦👇🏻

♻️ 每日用15分鐘收拾屋企
♻️ 實行「買一件，捐/掉一件」嘅消費模式
♻️ 買嘢前停一停，諗一諗係咪真係有需要

咁簡單嘅日常習慣已經可以幫助改善環境，歡迎大家留言同我哋分享您環保嘅心得，齊齊幫助大眾實踐「健康長久好生活」啦！

📣記得玩埋【AIA One Billion 健康達人大挑戰】，只要做齊任務就有機會獲得100港元HKTVmall電子禮券！如果大家有一直緊貼住我哋動態，喺唔同階段都做齊任務，仲有機會獲得高達900港元電子禮券添！即刻撳入AIAOB 限時動態精選 (Story highlights) 睇詳情啦！

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #LiveWell  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion健康達人大挑戰  #綠色生活篇

註︰1. 每位參加者只可於每個階段參與一次。2. 活動受條款及細則約束︰https://bit.ly/3vkLnfg 或查閱AIAOB限時動態精選。 
                    ",n/a        ,1        ,20220527
14,aiahongkongmacau,2 weeks ago,"
                        【AIA One Billion 健康達人大挑戰 - 綠色生活篇】

環境因素可以係引發疾病嘅一大成因，我哋希望大眾一齊喺日常生活中作出小改變，打造更健康嘅生活同保護地球，同我哋一齊喺2030年前推動亞洲區內10億人實踐「健康長久好生活」！

最後階段嘅【AIA One Billion 健康達人大挑戰】亦會係今日開始，今期階段係「綠色生活篇」，大家只要做齊以下任務，參加者嘅留言得到最多like嘅會獲得100港元HKTVmall電子禮券！參加者如果參與晒4個階段，而留言加埋得到最多like數就可以獲得額外500港元HKTVmall 電子禮券！仲唔快啲call埋朋友一齊玩！

參加方法：
1. 追蹤「AIA Hong Kong and Macau」Instagram 專頁
2. 讚好此帖文
3. 於此帖文下留言分享您照顧自己綠色生活嘅心得/小貼士

📣 今個階段得到最多like嘅留言可以得到100港元電子禮券㗎！記得Tag朋友仔讚好您嘅留言呀！

綠色生活篇活動推廣期：2022年5月9日上午10時至2022年5月13日下午6時正

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #LiveWell  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion健康達人大挑戰  #綠色生活篇

註︰1. 每位參加者只可於每個階段參與一次。2. 活動受條款及細則約束︰https://bit.ly/3vkLnfg 或查閱AIAOB限時動態精選 。 
                    ",n/a        ,8        ,20220527
15,aiahongkongmacau,2 weeks ago,"
                        【母親節快樂！】

母親節又嚟喇！您今日會點同媽咪慶祝呀？送禮物？親自落廚煮大餐？點都好，最緊要畀媽咪好好放鬆，答謝佢嘅辛勞同偉大，仲有記得同媽咪講句「辛苦晒！」呀！

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #HappyMothersDay  #母親節快樂 
                    ",n/a        ,0        ,20220527
16,aiahongkongmacau,2 weeks ago,"
                        【由  #友邦慈善基金 捐贈﹑合共10,000個「抗疫愛心包」已完成派送】

日前AIA透過  #友邦慈善基金 向仁愛堂捐贈3,000萬港元，支持「仁愛堂長者愛心卡」嘅《疫境同行》計劃。除咗向有需要人士送出10,000個抗疫愛心包外，仁愛堂亦為此特別成立咗專責隊伍，主動接觸過萬名長者及弱勢社群，按個別需要提供情緒輔導、抗疫資訊、物質援助、醫療服務、服務轉介及緊急危機處理等彈性應急支援。 

另外，該團隊亦有為有需要長者提供其他援助，包括家居清潔及消毒塗層服務、COVID-19康復人士免費中醫門診服務等貼心實用嘅抗疫支援。 #友邦慈善基金 希望透過有關捐款，喺抗疫路上與市民攜手同行。 

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #友邦慈善基金  #AIAFoundation  #AIAOneBillion 
                    ",n/a        ,0        ,20220527
17,aiahongkongmacau,3 weeks ago,"
                        【 「AIA請您睇欣宜演唱會」有獎遊戲】 📢立即玩遊戲贏演唱會門票

等咗咁耐，終於有show睇喇！人氣女歌手 @princejoyce  即將開紅館演唱會，想睇？而家有機會喇！由即日起至2022年5月26日按指示玩遊戲，就有機會贏取「AIA 呈獻 “ Between Us” 鄭欣宜演唱會2022」HK$680門票2張 (名額共10名) ！咁開心嘅事梗係唔係 ”Between Us”，快啲搵埋朋友一齊玩啦！

玩法：
1. Follow/追蹤 @aiahongkongmacau 
2. Like/讚好此帖文
3. 於此帖文下留言分享「您最想欣宜喺演唱會唱邊首歌，點解」?
4. @ 2位好友
5. 獲得最多Like嘅10個留言可獲得「AIA 呈獻 “ Between Us” 鄭欣宜演唱會2022」HK$680門票2張

活動推廣期：2022年5月6日上午10時至2022年5月26日晚上10時 (以香港時間為準)

 #AIA  #AIAHongKong  #AIAHK  #HealthierLongerBetterLives  #健康長久好生活  #鄭欣宜  #JoyceCheng   #BetweenUs鄭欣宜演唱會

註︰1. 每位參加者只限參與活動一次。2.門票將隨機送出，得獎者不可選擇指定日子及座位。 3. AIA將於2022年5月27日於IG Story (限時動態) 公佈得獎名單，並透過私訊(Direct Message)方式向得獎者發送得獎通知及領獎詳情。4. 活動受條款及細則約束︰https://bit.ly/3kFimG9 
                    ",n/a        ,259        ,20220527
18,aiahongkongmacau,3 weeks ago,"
                        【AIA助您守護健康–營養師分享抗疫飲食錦囊】

 #AIA企業客戶WorkWell網上講座 疫情下好多人變身「廚神」，但究竟選擇嘅食材是否足夠為自己與家人提供不同嘅營養需要呢？AIA特別邀請到顧問營養師林思為小姐同企業客戶分享如何從飲食入手，保持身心健康及增強免疫力，更會拆解食物及營養常見迷思。即按以下連結報名一齊食得有「營」，實踐「健康長久好生活」！ 

費用全免，立即登記！https://comm.aia.com.hk/aiacorpwebinar

講座詳情：
主題：健康識食 提升免疫力
主講嘉賓： 林思為小姐，顧問營養師
日期：2022年5月13日 (星期五)
時間：(廣東話)下午12時正 – 1時正；(英語)下午2時正 – 3時正
 
 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion  #健康講座 
                    ",n/a        ,0        ,20220527
19,aiahongkongmacau,3 weeks ago,"
                        按時作息唔單止有助減壓、促進心臟健康、提升專注力，仲可以令您更長壽！

即刻去片向托定咸熱刺國際青訓教練Shaun Harris偷師，每日瞓夠8個鐘，或者每晚瞓多一個鐘，已經令身體狀態截然不同！

一個小改變，可以培養健康新習慣。歡迎大家留言同我哋分享您實踐「健康長久好生活」嘅心得啦！

📣記得玩埋【AIA One Billion 健康達人大挑戰】，只要做齊任務就有機會獲得100港元HKTVmall電子禮券！如果大家有一直緊貼住我哋動態，喺唔同階段都做齊任務，仲有機會獲得高達900港元電子禮券添！即刻撳入AIAOB 限時動態精選 (Story highlights) 睇詳情啦！

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #ThinkWell  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion健康達人大挑戰  #心靈健康篇

註︰1. 每位參加者只可於每個階段參與一次。2. 活動受條款及細則約束︰https://bit.ly/3vkLnfg 或查閱AIAOB限時動態精選 。 
                    ",n/a        ,0        ,20220527
20,aiahongkongmacau,3 weeks ago,"
                        【📢樂迷注意】 AIA將會送出鄭欣宜演唱會門票🎫🎫

AIA將會送出「AIA 呈獻 “ Between Us” 鄭欣宜演唱會2022」 HK$680門票 (名額︰共10套，每套2張) 。 

想喺現場感受女歌手金獎 @princejoyce  嘅威力🎤？快啲follow定我哋IG ，記住密切留意我哋嘅公布喇！

- Follow定我哋IG @aiahongkongmacau 
- 開定Notification (推送通知)
- 留意稍後公布嘅詳情，玩遊戲贏飛睇Show

唔單止咁，由即日起至2022年5月15日期間, 客戶成功投保AIA個人保險計劃，都可自動獲享抽獎機會，有機會贏取演唱會門票。詳情: https://bit.ly/3LKCfaZ

 #AIA  #AIAHongKong  #AIAHK  #HealthierLongerBetterLives  #健康長久好生活  #鄭欣宜  #JoyceCheng   #BetweenUs鄭欣宜演唱會

註: 受條款及細則約束。推廣生意的競賽牌照號碼：55657 
                    ",n/a        ,0        ,20220527
21,aiahongkongmacau,3 weeks ago,"
                        呼吸法可以幫助我哋平靜思緒、紓緩壓力，同時令情緒更穩定。一齊參考以下簡單秘訣，一齊stay positive啦👇🏻

💭 搵一個不被打擾又寧靜嘅空間
💭 進行幫助您找回平靜嘅「冥想」練習
💭 再配合緩慢有節奏嘅呼吸 – 吸氣 10 秒，呼氣 10 秒，重複做 6 次

一個小改變，可以培養健康新習慣。歡迎大家留言同我哋分享您「冥想」嘅心得，齊齊幫助大眾實踐「健康長久好生活」啦！

📣記得玩埋【AIA One Billion 健康達人大挑戰】，只要做齊任務就有機會獲得100港元HKTVmall電子禮券！如果大家有一直緊貼住我哋動態，喺唔同階段都做齊任務，仲有機會獲得高達900港元電子禮券添！即刻撳入AIAOB 限時動態精選 (Story highlights) 睇詳情啦！

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #ThinkWell  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion健康達人大挑戰  #心靈健康篇

註︰1. 每位參加者只可於每個階段參與一次。2. 活動受條款及細則約束︰https://bit.ly/3vkLnfg 或查閱AIAOB限時動態精選 。 
                    ",n/a        ,0        ,20220527
22,aiahongkongmacau,3 weeks ago,"
                        【📢 投保AIA個人保險計劃，即有機會贏取 AIA 呈獻 “ Between Us” 鄭欣宜演唱會2022門票2張！】 

由2022年5月1日至15日期間, 客戶成功於香港投保AIA個人保險計劃*滿指定金額，即可自動獲享抽獎機會，有機會贏取AIA 呈獻 “ Between Us” 鄭欣宜演唱會2022指定日子演唱會HK$680門票2張 (名額共150名) 。入場睇「香港歌手鄭欣宜」大展巨肺級歌喉，先睇為敬！

得獎名單將於2022年5月27日在aia.com.hk、當天出版的星島日報及英文虎報內公佈。

* 受條款及細則約束。詳情(包括AIA個人保險計劃之定義)請參閱： https://bit.ly/3EL3S0R

推廣生意的競賽牌照號碼：55657

註：人壽保險保單屬長期的保險合約，其設計及宗旨為保障人的壽命，通常涉及較長年期。客戶應根據自身的保障需要和保費負擔能力投保適合的保險產品。

 #AIAHongKong  #HealthierLongerBetterLives  #健康長久好生活  #鄭欣宜  #JoyceCheng  #演唱會  #抽獎 
                    ",n/a        ,3        ,20220527
23,aiahongkongmacau,3 weeks ago,"
                        唔好睇少一個鐘可以帶嚟嘅改變！其實每晚只要瞓多一個鐘，已經有助紓緩壓力同促進心臟健康，仲可以提升專注力，甚至令您更長壽！

想瞓好啲？睇下呢啲貼士幫唔幫到您👇🏻

😴電子用品包括電話、電腦或電視發出嘅光線會令您難以放鬆，入睡前應避免使用
😴揀自己最鍾意嘅香薰幫助入睡
😴買個啱自己嘅枕頭、床褥同床單

一個小改變，可以培養健康新習慣。歡迎大家留言同我哋分享保持良好睡眠質素嘅心得，齊齊幫助大眾實踐「健康長久好生活」啦！

📣記得玩埋【AIA One Billion 健康達人大挑戰】，只要做齊任務就有機會獲得100港元HKTVmall電子禮券！如果大家有一直緊貼住我哋動態，喺唔同階段都做齊任務，仲有機會獲得高達900港元電子禮券添！即刻撳入AIAOB 限時動態精選 (Story highlights) 睇詳情啦！

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #ThinkWell  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion健康達人大挑戰  #心靈健康篇

註︰1. 每位參加者只可於每個階段參與一次。2. 活動受條款及細則約束︰https://bit.ly/3vkLnfg 或查閱AIAOB限時動態精選 。 
                    ",n/a        ,0        ,20220527
24,aiahongkongmacau,3 weeks ago,"
                        原來睇書唔單止可以減少高達68%嘅壓力荷爾蒙，仲有效提升抗壓力同心靈健康！當您想放鬆心情或整理思緒時，不妨睇下書或者試下以下方法👇🏻

✅ 喺屋企搵個舒服嘅位置拉下筋
✅ 撇除雜念，專注於眼前要做的事
✅ 冥想5分鐘

一個小改變，可以培養健康新習慣。歡迎大家留言同我哋分享您嘅減壓心得，齊齊幫助大眾實踐「健康長久好生活」！

📣記得玩埋【AIA One Billion 健康達人大挑戰】，只要喺唔同階段做齊任務就有機會獲得高達900港元HKTVmall電子禮券！即刻撳入AIAOB 限時動態精選 (Story highlights) 睇詳情啦！

 #AIAOneBillion  #AIA  #AIAHongKong  #AIAHK  #ThinkWell  #HealthierLongerBetterLives  #健康長久好生活  #AIAOneBillion健康達人大挑戰  #心靈健康篇

註︰1. 每位參加者只可於每個階段參與一次。2. 活動受條款及細則約束︰https://bit.ly/3vkLnfg 或查閱AIAOB限時動態精選 。 
                    ",14        ,0        ,20220527
